Date,Year_Month,SKU,Product_Name,Brand,Category,Months_From_Start,Months_Since_Launch,Lifecycle_Stage,Stores_Carrying,Total_Eligible_Stores,TDP_Percentage,Weighted_TDP,Weighted_TDP_Percentage,Northeast_TDP,Southeast_TDP,Midwest_TDP,West_TDP,Southwest_TDP,Grocery_TDP,Convenience_TDP,BigBox_TDP,Liquor_TDP,GasStation_TDP,Distribution_Velocity,Market_Penetration_Rate
2023-09-01,2023-09,BEER-1068,Belgian White,Shock Top,Beer,7.98,6.50,Growth,971,1165,83.35,3108.95,91.76,67.58,70.98,76.32,61.74,68.13,81.04,54.60,63.32,83.41,52.99,2.00,84.50
2023-09-01,2023-09,BEER-1069,Pure Gold,Michelob Ultra,Beer,7.98,6.87,Growth,977,1165,83.86,3153.88,93.09,66.21,73.06,75.49,61.74,73.63,81.84,54.87,59.80,87.10,52.99,2.00,82.41
2023-09-01,2023-09,BEER-1071,Original,Tecate,Beer,7.98,5.32,Growth,829,1165,71.16,2814.11,83.06,59.73,59.33,67.41,47.35,63.74,69.46,45.68,52.26,74.19,44.44,8.50,83.40
2023-09-01,2023-09,BEER-1073,Munich Dunkel,Negra Modelo,Beer,7.98,1.54,Launch,380,1165,32.62,1291.64,38.12,24.91,28.24,30.36,23.86,28.57,33.33,20.33,23.12,31.80,21.37,8.50,75.66
2023-09-01,2023-09,SELT-1075,White Claw Mango,White Claw,Hard Seltzer,7.98,1.77,Launch,64,1165,5.49,261.32,7.71,8.19,2.85,3.90,5.30,1.10,4.39,2.23,2.01,13.82,0.00,3.00,23.18
2023-09-01,2023-09,SELT-1078,White Claw Watermelon,White Claw,Hard Seltzer,7.98,1.94,Launch,62,1165,5.32,193.30,5.71,3.75,4.66,3.06,6.82,4.40,6.39,1.95,4.52,6.45,0.00,3.00,23.74
2023-09-01,2023-09,SELT-1087,Bud Light Seltzer Strawberry,Bud Light Seltzer,Hard Seltzer,7.98,0.03,Launch,35,1165,3.00,110.77,3.27,2.39,2.85,1.95,2.65,3.30,2.79,1.95,0.50,5.99,0.00,3.00,16.71
2023-09-01,2023-09,SELT-1098,Vizzy Blueberry Pomegranate,Vizzy,Hard Seltzer,7.98,1.35,Launch,40,1165,3.43,148.61,4.39,4.10,1.55,2.51,3.41,4.40,3.19,1.39,2.01,6.91,0.00,3.00,24.02
2023-09-01,2023-09,SELT-1105,Smirnoff Seltzer Orange Mango,Smirnoff Seltzer,Hard Seltzer,7.98,2.07,Rapid_Growth,94,1165,8.07,354.01,10.45,8.87,7.25,4.18,7.20,6.59,6.79,3.90,3.52,17.51,0.85,3.00,16.69
2023-09-01,2023-09,SELT-1106,Smirnoff Seltzer Cranberry Lime,Smirnoff Seltzer,Hard Seltzer,7.98,0.43,Launch,20,1165,1.72,95.89,2.83,1.71,1.55,0.56,1.89,2.20,1.00,0.84,1.51,4.15,0.00,3.00,17.64
2023-09-01,2023-09,SELT-1110,High Noon Black Cherry,High Noon,Hard Seltzer,7.98,0.99,Launch,24,1165,2.06,90.27,2.66,3.07,1.04,1.39,1.89,1.10,1.40,0.28,2.01,3.69,3.42,3.00,16.26
2023-10-01,2023-10,BEER-1000,Budweiser Original,Budweiser,Beer,8.97,3.32,Growth,804,1165,69.01,2782.86,82.14,52.22,61.92,64.62,48.48,57.14,67.47,45.13,47.74,74.65,40.17,8.50,75.94
2023-10-01,2023-10,BEER-1001,Budweiser Light,Budweiser,Beer,8.97,4.37,Growth,838,1165,71.93,2830.74,83.55,59.39,62.44,67.41,47.73,60.44,72.06,47.35,49.75,72.35,43.59,8.50,77.03
2023-10-01,2023-10,BEER-1002,Budweiser Select,Budweiser,Beer,8.97,1.05,Launch,405,1165,34.76,1425.61,42.08,26.62,31.09,34.54,20.08,32.97,34.33,21.73,28.14,33.18,23.08,8.50,81.70
2023-10-01,2023-10,BEER-1003,Budweiser Zero,Budweiser,Beer,8.97,1.77,Launch,391,1165,33.56,1404.10,41.44,26.62,29.53,34.82,21.59,18.68,33.53,20.06,24.12,36.87,19.66,8.50,77.46
2023-10-01,2023-10,BEER-1004,Coors Original,Coors,Beer,8.97,4.86,Growth,818,1165,70.21,2795.72,82.52,57.00,58.29,66.85,48.11,64.84,70.66,46.80,47.74,75.58,31.62,8.50,88.48
2023-10-01,2023-10,BEER-1005,Coors Light,Coors,Beer,8.97,7.10,Growth,996,1165,85.49,3156.74,93.17,69.97,72.54,75.77,65.53,72.53,84.23,58.22,62.31,83.41,51.28,2.00,79.98
2023-10-01,2023-10,BEER-1006,Coors Banquet,Coors,Beer,8.97,4.14,Growth,849,1165,72.88,2865.17,84.57,60.41,61.40,67.97,49.62,65.93,72.46,48.19,50.25,76.50,40.17,8.50,78.74
2023-10-01,2023-10,BEER-1009,Miller Lite,Miller,Beer,8.97,8.97,Growth,973,1165,83.52,3124.72,92.23,63.82,73.06,76.04,61.74,74.73,82.24,55.99,60.30,81.57,53.85,2.00,91.84
2023-10-01,2023-10,BEER-1011,Miller 64,Miller,Beer,8.97,2.76,Launch,367,1165,31.50,1303.68,38.48,21.84,28.76,30.92,20.83,28.57,30.94,22.56,21.61,32.72,14.53,8.50,77.58
2023-10-01,2023-10,BEER-1012,Corona Extra,Corona,Beer,8.97,2.73,Launch,380,1165,32.62,1421.26,41.95,27.65,28.76,32.03,19.32,24.18,32.34,22.28,25.63,32.26,14.53,8.50,83.42
2023-10-01,2023-10,BEER-1014,Corona Premier,Corona,Beer,8.97,5.16,Growth,829,1165,71.16,2806.71,82.84,54.61,63.47,67.69,48.11,59.34,71.86,50.42,47.24,69.59,36.75,8.50,83.05
2023-10-01,2023-10,BEER-1015,Corona Familiar,Corona,Beer,8.97,4.60,Growth,852,1165,73.13,2867.07,84.62,58.36,63.47,66.30,54.92,58.24,69.86,49.86,52.76,76.50,44.44,8.50,90.25
2023-10-01,2023-10,BEER-1016,Heineken Original,Heineken,Beer,8.97,7.10,Growth,984,1165,84.46,3115.01,91.94,68.94,70.21,77.99,62.50,72.53,82.83,57.38,59.80,85.71,49.57,2.00,92.99
2023-10-01,2023-10,BEER-1017,Heineken Light,Heineken,Beer,8.97,7.56,Growth,970,1165,83.26,3106.69,91.70,68.94,71.24,73.82,60.23,75.82,81.24,57.10,59.30,83.87,49.57,2.00,81.05
2023-10-01,2023-10,BEER-1018,Heineken 0.0,Heineken,Beer,8.97,3.32,Growth,861,1165,73.91,2895.76,85.47,59.39,63.73,67.41,53.79,62.64,71.86,48.19,53.27,78.34,44.44,8.50,81.90
2023-10-01,2023-10,BEER-1019,Heineken Silver,Heineken,Beer,8.97,3.75,Growth,853,1165,73.22,2897.89,85.53,57.34,63.99,66.85,53.03,63.74,72.26,47.35,52.76,78.80,38.46,8.50,86.95
2023-10-01,2023-10,BEER-1020,Stella Artois Original,Stella Artois,Beer,8.97,3.32,Growth,840,1165,72.10,2846.07,84.00,57.68,62.95,67.69,48.11,63.74,72.26,47.08,52.76,72.81,39.32,8.50,79.32
2023-10-01,2023-10,BEER-1023,Stella Artois Unfiltered,Stella Artois,Beer,8.97,4.11,Growth,829,1165,71.16,2794.13,82.47,56.31,61.92,69.36,48.48,52.75,69.86,46.52,51.26,74.65,41.03,8.50,86.90
2023-10-01,2023-10,BEER-1024,Blue Moon Belgian White,Blue Moon,Beer,8.97,6.37,Growth,978,1165,83.95,3148.86,92.94,68.26,73.06,74.93,60.98,72.53,83.03,56.27,59.30,82.95,52.99,2.00,88.10
2023-10-01,2023-10,BEER-1025,Blue Moon Light Sky,Blue Moon,Beer,8.97,2.00,Launch,379,1165,32.53,1381.23,40.77,23.21,29.27,31.48,21.21,31.87,32.14,18.38,24.62,35.94,21.37,8.50,81.46
2023-10-01,2023-10,BEER-1026,Blue Moon Mango Wheat,Blue Moon,Beer,8.97,2.33,Launch,394,1165,33.82,1404.74,41.46,23.89,29.27,31.75,24.24,36.26,33.33,23.12,21.61,34.10,23.08,8.50,77.28
2023-10-01,2023-10,BEER-1027,Blue Moon Seasonal,Blue Moon,Beer,8.97,0.72,Launch,180,1165,15.45,652.77,19.27,11.60,13.73,15.60,10.61,9.89,15.97,7.80,11.56,18.89,6.84,8.50,83.34
2023-10-01,2023-10,BEER-1028,Sam Adams Boston Lager,Sam Adams,Beer,8.97,1.48,Launch,405,1165,34.76,1475.52,43.55,26.62,31.61,32.03,25.00,26.37,35.53,21.73,19.60,37.33,24.79,8.50,94.17
2023-10-01,2023-10,BEER-1029,Sam Adams Light,Sam Adams,Beer,8.97,3.61,Growth,846,1165,72.62,2869.56,84.70,57.34,60.36,67.97,52.65,68.13,72.65,47.35,49.75,77.42,38.46,8.50,76.33
2023-10-01,2023-10,BEER-1030,Sam Adams Seasonal,Sam Adams,Beer,8.97,1.54,Launch,401,1165,34.42,1442.26,42.57,22.53,32.64,34.82,22.35,27.47,33.13,22.28,23.62,41.01,16.24,8.50,90.55
2023-10-01,2023-10,BEER-1031,Sam Adams IPA,Sam Adams,Beer,8.97,4.17,Growth,854,1165,73.30,2869.18,84.69,58.70,64.77,63.79,53.79,67.03,72.85,49.03,51.26,76.04,39.32,8.50,81.09
2023-10-01,2023-10,BEER-1032,Guinness Draught,Guinness,Beer,8.97,8.34,Growth,954,1165,81.89,3098.20,91.45,67.58,70.73,73.82,58.33,70.33,80.04,53.76,57.29,86.18,50.43,2.00,75.09
2023-10-01,2023-10,BEER-1033,Guinness Extra Stout,Guinness,Beer,8.97,7.46,Growth,955,1165,81.97,3092.91,91.29,64.85,70.73,73.82,60.61,73.63,80.44,56.82,60.30,80.18,46.15,2.00,93.72
2023-10-01,2023-10,BEER-1034,Guinness Blonde,Guinness,Beer,8.97,1.35,Launch,390,1165,33.48,1387.23,40.95,24.23,29.79,33.70,23.11,24.18,36.53,21.17,21.61,34.56,11.11,8.50,89.72
2023-10-01,2023-10,BEER-1036,Modelo Especial,Modelo,Beer,8.97,8.54,Growth,975,1165,83.69,3119.75,92.08,67.92,71.24,76.04,62.50,69.23,84.23,54.60,61.31,81.57,49.57,2.00,77.12
2023-10-01,2023-10,BEER-1037,Modelo Negra,Modelo,Beer,8.97,4.30,Growth,823,1165,70.64,2834.22,83.65,55.63,58.55,65.18,52.65,67.03,68.86,47.08,50.25,75.12,39.32,8.50,76.95
2023-10-01,2023-10,BEER-1038,Modelo Chelada,Modelo,Beer,8.97,8.97,Growth,966,1165,82.92,3125.34,92.25,70.31,69.95,74.37,59.09,73.63,82.44,53.76,60.80,84.33,47.86,2.00,85.32
2023-10-01,2023-10,BEER-1039,Modelo Light,Modelo,Beer,8.97,7.23,Growth,987,1165,84.72,3140.91,92.71,67.92,71.76,76.88,63.26,74.73,82.63,58.50,62.31,84.33,47.86,2.00,79.31
2023-10-01,2023-10,BEER-1040,Dos Equis Lager,Dos Equis,Beer,8.97,0.49,Launch,207,1165,17.77,735.06,21.70,10.58,14.77,20.06,13.26,13.19,19.56,10.58,9.05,18.89,10.26,8.50,92.29
2023-10-01,2023-10,BEER-1041,Dos Equis Amber,Dos Equis,Beer,8.97,4.27,Growth,811,1165,69.61,2802.55,82.72,56.66,58.03,66.30,49.24,58.24,68.66,44.85,50.25,72.81,41.03,8.50,90.17
2023-10-01,2023-10,BEER-1042,Dos Equis Lime & Salt,Dos Equis,Beer,8.97,8.61,Growth,969,1165,83.18,3114.33,91.92,68.94,72.02,74.09,60.98,68.13,83.43,52.92,59.30,86.18,47.86,2.00,86.42
2023-10-01,2023-10,BEER-1044,Yuengling Traditional Lager,Yuengling,Beer,8.97,1.64,Launch,410,1165,35.19,1409.98,41.62,23.21,33.16,34.26,24.62,28.57,33.73,22.01,28.14,35.94,23.93,8.50,75.53
2023-10-01,2023-10,BEER-1045,Yuengling Light,Yuengling,Beer,8.97,0.07,Launch,197,1165,16.91,690.42,20.38,14.68,13.21,15.60,12.88,14.29,15.77,11.98,9.55,19.82,11.11,8.50,87.31
2023-10-01,2023-10,BEER-1047,Yuengling Flight,Yuengling,Beer,8.97,3.88,Growth,865,1165,74.25,2894.28,85.43,61.09,64.77,67.13,50.00,69.23,71.86,48.19,55.28,78.80,43.59,8.50,83.69
2023-10-01,2023-10,BEER-1048,New Belgium Fat Tire,New Belgium,Beer,8.97,8.74,Growth,990,1165,84.98,3161.52,93.31,71.33,70.98,77.72,62.12,70.33,84.03,54.60,59.30,88.94,52.99,2.00,86.07
2023-10-01,2023-10,BEER-1049,New Belgium Voodoo Ranger IPA,New Belgium,Beer,8.97,4.99,Growth,852,1165,73.13,2885.12,85.16,57.68,64.51,66.30,51.52,65.93,74.25,46.52,50.25,75.12,42.74,8.50,78.57
2023-10-01,2023-10,BEER-1051,New Belgium 1554,New Belgium,Beer,8.97,3.61,Growth,848,1165,72.79,2854.15,84.24,58.70,61.92,66.30,53.41,63.74,72.46,47.63,51.76,79.26,33.33,8.50,79.50
2023-10-01,2023-10,BEER-1052,Sierra Nevada Pale Ale,Sierra Nevada,Beer,8.97,6.04,Growth,967,1165,83.00,3113.50,91.90,66.89,73.06,73.54,60.23,72.53,81.44,55.71,61.31,84.33,46.15,2.00,75.97
2023-10-01,2023-10,BEER-1053,Sierra Nevada Torpedo IPA,Sierra Nevada,Beer,8.97,4.53,Growth,840,1165,72.10,2824.45,83.37,57.34,62.95,68.80,48.48,59.34,69.66,48.47,53.27,77.42,36.75,8.50,85.17
2023-10-01,2023-10,BEER-1054,Sierra Nevada Hazy Little Thing,Sierra Nevada,Beer,8.97,2.89,Launch,362,1165,31.07,1290.89,38.10,23.89,27.20,28.69,21.59,29.67,32.14,21.17,19.10,30.88,17.09,8.50,92.07
2023-10-01,2023-10,BEER-1056,Lagunitas IPA,Lagunitas,Beer,8.97,3.15,Growth,826,1165,70.90,2815.11,83.09,58.70,59.59,66.30,48.86,62.64,70.86,45.40,51.76,76.50,33.33,8.50,82.66
2023-10-01,2023-10,BEER-1057,Lagunitas Little Sumpin',Lagunitas,Beer,8.97,8.08,Growth,977,1165,83.86,3153.29,93.07,69.97,73.32,74.65,59.85,69.23,79.84,57.38,62.31,87.10,49.57,2.00,77.73
2023-10-01,2023-10,BEER-1058,Lagunitas Censored,Lagunitas,Beer,8.97,1.77,Launch,390,1165,33.48,1334.97,39.40,27.30,30.31,30.92,21.59,27.47,34.93,18.94,25.63,34.56,17.95,8.50,77.19
2023-10-01,2023-10,BEER-1060,60 Minute IPA,Dogfish Head,Beer,8.97,7.65,Growth,974,1165,83.61,3091.57,91.25,70.31,71.50,76.04,57.58,73.63,82.63,55.15,57.79,84.79,53.85,2.00,92.11
2023-10-01,2023-10,BEER-1061,IPA,Stone,Beer,8.97,1.51,Launch,407,1165,34.94,1471.12,43.42,33.11,28.76,31.20,22.35,30.77,34.33,20.33,26.13,41.01,17.95,8.50,76.58
2023-10-01,2023-10,BEER-1062,All Day IPA,Founders,Beer,8.97,2.69,Launch,415,1165,35.62,1477.23,43.60,27.30,30.57,35.38,25.38,25.27,36.13,23.96,25.13,36.87,15.38,8.50,84.13
2023-10-01,2023-10,BEER-1063,Two Hearted IPA,Bell's,Beer,8.97,4.24,Growth,861,1165,73.91,2901.48,85.64,57.68,64.51,68.52,54.17,59.34,75.65,45.96,52.26,78.34,36.75,8.50,77.70
2023-10-01,2023-10,BEER-1064,Black Butte Porter,Deschutes,Beer,8.97,2.40,Launch,376,1165,32.27,1348.89,39.81,24.91,29.02,29.81,21.59,29.67,31.34,22.01,21.61,36.87,14.53,8.50,81.06
2023-10-01,2023-10,BEER-1065,Steam Beer,Anchor,Beer,8.97,2.04,Launch,401,1165,34.42,1526.27,45.05,25.26,32.90,31.48,24.62,24.18,33.53,23.40,27.64,34.56,16.24,8.50,94.02
2023-10-01,2023-10,BEER-1066,Lager,Brooklyn,Beer,8.97,1.77,Launch,386,1165,33.13,1435.69,42.38,22.87,27.72,33.15,23.11,35.16,33.73,21.17,22.61,38.25,11.11,8.50,92.79
2023-10-01,2023-10,BEER-1067,312 Urban Wheat,Goose Island,Beer,8.97,1.12,Launch,407,1165,34.94,1444.45,42.63,28.33,32.12,31.48,22.35,30.77,35.53,21.45,24.62,39.17,15.38,8.50,80.57
2023-10-01,2023-10,BEER-1068,Belgian White,Shock Top,Beer,8.97,7.49,Growth,955,1165,81.97,3104.69,91.64,67.58,68.65,74.93,59.47,72.53,80.64,54.04,58.79,85.25,47.01,2.00,87.48
2023-10-01,2023-10,BEER-1069,Pure Gold,Michelob Ultra,Beer,8.97,7.85,Growth,962,1165,82.58,3129.58,92.37,68.60,67.88,75.77,62.12,69.23,80.84,56.27,60.80,81.11,49.57,2.00,85.22
2023-10-01,2023-10,BEER-1070,Blue Ribbon,Pabst,Beer,8.97,0.69,Launch,187,1165,16.05,701.10,20.69,13.31,15.03,14.48,9.47,14.29,13.97,12.81,10.55,19.35,6.84,8.50,82.43
2023-10-01,2023-10,BEER-1071,Original,Tecate,Beer,8.97,6.31,Growth,968,1165,83.09,3123.95,92.21,68.94,69.69,75.49,60.98,71.43,81.64,54.60,61.81,85.25,47.01,2.00,80.96
2023-10-01,2023-10,BEER-1072,Clara,Pacifico,Beer,8.97,0.59,Launch,204,1165,17.51,710.50,20.97,14.33,14.77,17.27,11.36,14.29,15.97,10.58,13.57,21.20,11.11,8.50,86.51
2023-10-01,2023-10,BEER-1073,Munich Dunkel,Negra Modelo,Beer,8.97,2.53,Launch,403,1165,34.59,1428.56,42.16,26.28,29.53,36.21,20.08,31.87,28.34,23.68,26.63,44.24,23.08,8.50,76.73
2023-10-01,2023-10,SELT-1075,White Claw Mango,White Claw,Hard Seltzer,8.97,2.76,Rapid_Growth,134,1165,11.50,509.31,15.03,12.63,11.40,6.69,9.47,4.40,9.98,5.57,4.02,24.88,1.71,3.00,30.57
2023-10-01,2023-10,SELT-1078,White Claw Watermelon,White Claw,Hard Seltzer,8.97,2.92,Rapid_Growth,132,1165,11.33,495.13,14.61,12.63,8.03,5.57,12.12,13.19,9.78,4.18,7.54,24.42,0.00,3.00,22.35
2023-10-01,2023-10,SELT-1081,Truly Colima Lime,Truly,Hard Seltzer,8.97,0.95,Launch,37,1165,3.18,145.83,4.30,5.46,1.55,2.51,1.89,1.10,3.19,1.39,1.01,5.53,1.71,3.00,25.02
2023-10-01,2023-10,SELT-1087,Bud Light Seltzer Strawberry,Bud Light Seltzer,Hard Seltzer,8.97,1.02,Launch,43,1165,3.69,162.77,4.80,4.44,4.40,1.67,1.89,2.20,4.79,1.11,2.01,5.07,0.00,3.00,23.80
2023-10-01,2023-10,SELT-1098,Vizzy Blueberry Pomegranate,Vizzy,Hard Seltzer,8.97,2.33,Rapid_Growth,108,1165,9.27,398.46,11.76,9.22,6.22,5.29,12.50,5.49,9.38,2.23,6.03,18.43,0.85,3.00,15.78
2023-10-01,2023-10,SELT-1100,Bon & Viv Black Cherry,Bon & Viv,Hard Seltzer,8.97,0.36,Launch,33,1165,2.83,140.11,4.14,2.39,2.33,2.51,2.65,1.10,2.00,0.84,1.01,8.29,0.00,3.00,25.96
2023-10-01,2023-10,SELT-1102,Bon & Viv Clementine Hibiscus,Bon & Viv,Hard Seltzer,8.97,0.30,Launch,25,1165,2.15,89.10,2.63,2.39,2.33,1.39,1.14,1.10,3.39,0.00,0.50,3.23,0.00,3.00,26.73
2023-10-01,2023-10,SELT-1103,"Smirnoff Seltzer Red, White & Berry",Smirnoff Seltzer,Hard Seltzer,8.97,0.53,Launch,24,1165,2.06,102.36,3.02,1.02,2.59,1.11,2.27,1.10,1.00,1.11,1.01,5.07,1.71,3.00,20.45
2023-10-01,2023-10,SELT-1105,Smirnoff Seltzer Orange Mango,Smirnoff Seltzer,Hard Seltzer,8.97,3.06,Rapid_Growth,140,1165,12.02,541.46,15.98,10.58,11.14,8.64,9.47,10.99,9.98,4.74,8.04,24.88,2.56,3.00,24.40
2023-10-01,2023-10,SELT-1106,Smirnoff Seltzer Cranberry Lime,Smirnoff Seltzer,Hard Seltzer,8.97,1.41,Launch,40,1165,3.43,152.69,4.51,3.75,2.85,1.39,4.17,2.20,3.79,2.23,2.51,3.69,0.00,3.00,17.77
2023-10-01,2023-10,SELT-1110,High Noon Black Cherry,High Noon,Hard Seltzer,8.97,1.97,Launch,54,1165,4.64,192.38,5.68,5.12,4.92,2.79,2.65,3.30,3.79,1.95,3.02,10.14,0.00,3.00,24.54
2023-10-01,2023-10,SELT-1113,Topo Chico Exotic Pineapple,Topo Chico,Hard Seltzer,8.97,0.72,Launch,18,1165,1.55,79.35,2.34,1.37,1.55,0.28,2.65,0.00,1.80,0.56,0.50,2.76,0.00,3.00,19.09
2023-11-01,2023-11,BEER-1000,Budweiser Original,Budweiser,Beer,9.99,4.34,Growth,846,1165,72.62,2869.49,84.69,56.66,65.03,68.25,47.73,63.74,71.26,46.80,54.27,73.73,45.30,8.50,75.86
2023-11-01,2023-11,BEER-1001,Budweiser Light,Budweiser,Beer,9.99,5.39,Growth,857,1165,73.56,2858.15,84.36,60.41,64.77,67.69,49.24,62.64,71.66,48.19,52.26,76.04,47.86,8.50,91.30
2023-11-01,2023-11,BEER-1002,Budweiser Select,Budweiser,Beer,9.99,2.07,Launch,400,1165,34.33,1456.43,42.99,29.69,27.72,33.15,23.86,26.37,33.53,22.56,24.12,37.33,18.80,8.50,83.25
2023-11-01,2023-11,BEER-1003,Budweiser Zero,Budweiser,Beer,9.99,2.79,Launch,370,1165,31.76,1367.02,40.35,26.62,30.57,27.58,18.94,27.47,29.94,21.17,21.61,36.41,18.80,8.50,90.83
2023-11-01,2023-11,BEER-1004,Coors Original,Coors,Beer,9.99,5.88,Growth,828,1165,71.07,2845.20,83.98,57.34,61.92,66.30,48.11,61.54,70.06,46.24,51.26,77.88,34.19,8.50,78.67
2023-11-01,2023-11,BEER-1005,Coors Light,Coors,Beer,9.99,8.11,Growth,975,1165,83.69,3132.61,92.46,67.92,71.50,76.88,59.09,74.73,82.83,55.99,54.27,87.56,52.14,2.00,78.41
2023-11-01,2023-11,BEER-1006,Coors Banquet,Coors,Beer,9.99,5.16,Growth,835,1165,71.67,2835.22,83.68,60.41,61.92,66.57,45.08,67.03,72.65,43.18,53.77,72.81,43.59,8.50,76.66
2023-11-01,2023-11,BEER-1009,Miller Lite,Miller,Beer,9.99,9.99,Growth,963,1165,82.66,3084.44,91.04,67.58,72.02,73.82,60.98,67.03,79.64,55.99,56.78,89.40,47.86,2.00,78.92
2023-11-01,2023-11,BEER-1011,Miller 64,Miller,Beer,9.99,3.78,Growth,859,1165,73.73,2863.32,84.51,57.68,62.44,71.03,51.14,64.84,73.05,49.30,52.26,75.12,41.88,8.50,79.43
2023-11-01,2023-11,BEER-1012,Corona Extra,Corona,Beer,9.99,3.75,Growth,828,1165,71.07,2834.38,83.66,62.46,60.36,62.95,49.24,61.54,69.66,46.52,54.77,71.89,40.17,8.50,88.02
2023-11-01,2023-11,BEER-1014,Corona Premier,Corona,Beer,9.99,6.18,Growth,979,1165,84.03,3136.57,92.58,66.21,72.54,76.32,62.50,72.53,83.23,55.43,62.31,82.49,51.28,2.00,91.23
2023-11-01,2023-11,BEER-1015,Corona Familiar,Corona,Beer,9.99,5.62,Growth,847,1165,72.70,2880.37,85.02,57.34,63.21,67.13,51.52,63.74,74.85,46.24,52.26,72.35,38.46,8.50,88.33
2023-11-01,2023-11,BEER-1016,Heineken Original,Heineken,Beer,9.99,8.11,Growth,977,1165,83.86,3127.59,92.31,67.24,69.17,77.99,61.36,78.02,83.63,54.60,58.79,84.33,52.99,2.00,89.77
2023-11-01,2023-11,BEER-1017,Heineken Light,Heineken,Beer,9.99,8.57,Growth,969,1165,83.18,3122.81,92.17,67.58,69.69,76.32,60.23,75.82,82.24,56.27,60.30,82.49,47.86,2.00,78.54
2023-11-01,2023-11,BEER-1018,Heineken 0.0,Heineken,Beer,9.99,4.34,Growth,863,1165,74.08,2887.05,85.21,59.73,64.25,69.64,50.00,63.74,72.26,48.75,53.27,79.26,41.03,8.50,93.34
2023-11-01,2023-11,BEER-1019,Heineken Silver,Heineken,Beer,9.99,4.76,Growth,875,1165,75.11,2890.29,85.31,61.43,66.32,69.08,51.52,60.44,75.05,49.86,49.75,80.65,39.32,8.50,79.97
2023-11-01,2023-11,BEER-1020,Stella Artois Original,Stella Artois,Beer,9.99,4.34,Growth,816,1165,70.04,2785.59,82.22,54.27,60.62,67.13,49.24,57.14,70.86,45.96,47.74,74.19,34.19,8.50,89.86
2023-11-01,2023-11,BEER-1022,Stella Artois Cidre,Stella Artois,Beer,9.99,0.07,Launch,182,1165,15.62,617.48,18.23,14.33,13.99,13.09,9.47,15.38,16.17,9.19,10.55,18.43,5.98,8.50,89.29
2023-11-01,2023-11,BEER-1023,Stella Artois Unfiltered,Stella Artois,Beer,9.99,5.12,Growth,848,1165,72.79,2845.28,83.98,57.68,59.59,71.31,50.76,64.84,76.05,45.96,50.25,74.65,34.19,8.50,84.65
2023-11-01,2023-11,BEER-1024,Blue Moon Belgian White,Blue Moon,Beer,9.99,7.39,Growth,967,1165,83.00,3094.86,91.35,67.92,70.73,75.77,60.23,70.33,82.24,56.82,60.80,80.65,47.01,2.00,80.94
2023-11-01,2023-11,BEER-1025,Blue Moon Light Sky,Blue Moon,Beer,9.99,3.02,Growth,825,1165,70.82,2794.28,82.47,57.34,62.69,64.90,48.48,59.34,71.06,44.85,51.76,73.73,38.46,8.50,94.80
2023-11-01,2023-11,BEER-1026,Blue Moon Mango Wheat,Blue Moon,Beer,9.99,3.35,Growth,849,1165,72.88,2887.55,85.23,60.75,60.88,69.08,50.76,59.34,70.86,49.03,52.76,75.12,42.74,8.50,88.86
2023-11-01,2023-11,BEER-1027,Blue Moon Seasonal,Blue Moon,Beer,9.99,1.74,Launch,406,1165,34.85,1503.50,44.38,28.67,29.27,31.48,24.24,35.16,32.53,21.17,26.13,43.78,17.09,8.50,80.96
2023-11-01,2023-11,BEER-1028,Sam Adams Boston Lager,Sam Adams,Beer,9.99,2.50,Launch,379,1165,32.53,1317.59,38.89,26.62,29.79,31.75,20.45,19.78,32.93,20.33,24.62,34.56,14.53,8.50,81.26
2023-11-01,2023-11,BEER-1029,Sam Adams Light,Sam Adams,Beer,9.99,4.63,Growth,840,1165,72.10,2860.28,84.42,58.70,59.07,68.52,50.76,65.93,71.86,44.57,53.27,76.04,41.88,8.50,89.54
2023-11-01,2023-11,BEER-1030,Sam Adams Seasonal,Sam Adams,Beer,9.99,2.56,Launch,358,1165,30.73,1265.53,37.35,27.65,27.98,28.41,16.29,26.37,32.93,19.50,20.60,30.41,13.68,8.50,91.41
2023-11-01,2023-11,BEER-1031,Sam Adams IPA,Sam Adams,Beer,9.99,5.19,Growth,813,1165,69.79,2804.16,82.77,57.34,61.66,65.74,43.94,60.44,67.07,44.85,49.25,76.50,44.44,8.50,85.08
2023-11-01,2023-11,BEER-1032,Guinness Draught,Guinness,Beer,9.99,9.36,Growth,971,1165,83.35,3123.85,92.20,68.94,70.98,74.65,59.47,76.92,83.63,53.76,59.80,85.25,47.01,2.00,84.76
2023-11-01,2023-11,BEER-1033,Guinness Extra Stout,Guinness,Beer,9.99,8.48,Growth,967,1165,83.00,3096.03,91.38,64.51,70.21,75.77,62.12,78.02,80.64,56.27,60.80,84.79,47.86,2.00,94.88
2023-11-01,2023-11,BEER-1034,Guinness Blonde,Guinness,Beer,9.99,2.37,Launch,412,1165,35.36,1486.89,43.89,29.35,30.05,33.70,25.38,24.18,32.14,25.07,27.64,39.63,17.09,8.50,90.96
2023-11-01,2023-11,BEER-1035,Guinness 0.0,Guinness,Beer,9.99,0.00,Launch,195,1165,16.74,692.48,20.44,12.63,16.32,14.76,10.98,14.29,16.57,10.86,13.07,17.51,7.69,8.50,93.00
