Retailer_ID,Chain_Name,Store_Type,Region,State,City,Warehouse_ID,Store_Size,Urban_Rural,Location_Type,Market_Tier,Alcohol_License
RTL-02436,Giant Eagle,Grocery,Southeast,TN,Memphis,WH-1009,Small,Suburban,Retail,Tier 2,True
RTL-02437,Wegmans,Grocery,Southeast,TN,Memphis,WH-1017,Small,Rural,Retail,Tier 1,True
RTL-02438,ABC Fine Wine,Liquor,Southeast,TN,Nashville,WH-1017,Large,Urban,Retail,Tier 2,True
RTL-02439,Fine Wine & Good Spirits,Liquor,Southeast,TN,Nashville,WH-1011,Large,Urban,Retail,Tier 1,True
RTL-02440,Mobil,Gas Station,Southeast,NC,Charlotte,WH-1018,Small,Suburban,Retail,Tier 1,True
RTL-02441,Marathon,Gas Station,Southeast,NC,Cary,WH-1018,Small,Urban,Retail,Tier 2,True
RTL-02442,Spec's,Liquor,Southeast,NC,Charlotte,WH-1016,Large,Rural,Retail,Tier 2,True
RTL-02443,Cumberland Farms,Convenience,Southeast,NC,Winston-Salem,WH-1012,Large,Suburban,Retail,Tier 2,True
RTL-02444,Wegmans,Grocery,Southeast,NC,Fayetteville,WH-1015,Medium,Suburban,Retail,Tier 3,True
RTL-02445,Target,Big Box,Southeast,NC,Fayetteville,WH-1011,Medium,Urban,Retail,Tier 1,True
RTL-02446,BevMo!,Liquor,Southeast,NC,Winston-Salem,WH-1012,Large,Urban,Retail,Tier 1,True
RTL-02447,QuikTrip,Convenience,Southeast,NC,Fayetteville,WH-1009,Large,Suburban,Retail,Tier 3,True
RTL-02448,Harris Teeter,Grocery,Southeast,NC,Cary,WH-1012,Large,Urban,Retail,Tier 1,True
RTL-02449,Casey's,Convenience,Southeast,NC,Durham,WH-1016,Medium,Suburban,Retail,Tier 3,True
RTL-02450,Ralphs,Grocery,Southeast,NC,Greensboro,WH-1017,Large,Suburban,Retail,Tier 1,True
RTL-02451,Casey's,Convenience,Southeast,NC,Raleigh,WH-1013,Large,Suburban,Retail,Tier 2,False
RTL-02452,Royal Farms,Convenience,Southeast,NC,Greensboro,WH-1017,Large,Urban,Retail,Tier 1,True
RTL-02453,Chevron,Gas Station,Southeast,NC,Winston-Salem,WH-1019,Large,Urban,Retail,Tier 1,True
RTL-02454,Walmart,Big Box,Southeast,NC,Durham,WH-1015,Large,Suburban,Retail,Tier 3,True
RTL-02455,Royal Farms,Convenience,Southeast,NC,Durham,WH-1019,Medium,Urban,Retail,Tier 3,True
RTL-02456,Walmart,Big Box,Southeast,NC,Raleigh,WH-1013,Small,Urban,Retail,Tier 1,True
RTL-02457,Kroger,Grocery,Southeast,NC,Cary,WH-1018,Small,Suburban,Retail,Tier 2,True
RTL-02458,Casey's,Convenience,Southeast,NC,Durham,WH-1015,Large,Suburban,Retail,Tier 3,True
RTL-02459,Speedway,Convenience,Southeast,NC,Charlotte,WH-1015,Large,Suburban,Retail,Tier 2,True
RTL-02460,Sam's Club,Big Box,Southeast,NC,Greensboro,WH-1017,Large,Suburban,Retail,Tier 3,True
RTL-02461,Sam's Club,Big Box,Southeast,NC,Cary,WH-1020,Small,Rural,Retail,Tier 2,True
RTL-02462,Mobil,Gas Station,Southeast,NC,Durham,WH-1010,Medium,Suburban,Retail,Tier 3,False
RTL-02463,Total Wine,Liquor,Southeast,NC,Greensboro,WH-1018,Small,Urban,Retail,Tier 2,True
RTL-02464,Royal Farms,Convenience,Southeast,NC,Greensboro,WH-1011,Small,Suburban,Retail,Tier 2,True
RTL-02465,7-Eleven,Convenience,Southeast,NC,Charlotte,WH-1012,Medium,Suburban,Retail,Tier 3,True
RTL-02466,Cumberland Farms,Convenience,Southeast,NC,Fayetteville,WH-1010,Medium,Rural,Retail,Tier 3,True
RTL-02467,Walmart,Big Box,Southeast,NC,Greensboro,WH-1016,Small,Rural,Retail,Tier 3,False
RTL-02468,Royal Farms,Convenience,Southeast,NC,Winston-Salem,WH-1013,Medium,Rural,Retail,Tier 3,True
RTL-02469,Party City Liquor,Liquor,Southeast,NC,Raleigh,WH-1011,Small,Suburban,Retail,Tier 3,True
RTL-02470,Ralphs,Grocery,Southeast,NC,Durham,WH-1009,Small,Rural,Retail,Tier 2,True
RTL-02471,QuikTrip,Convenience,Southeast,NC,Charlotte,WH-1012,Superstore,Rural,Retail,Tier 3,True
RTL-02472,Royal Farms,Convenience,Southeast,NC,Fayetteville,WH-1017,Small,Suburban,Retail,Tier 2,True
RTL-02473,Phillips 66,Gas Station,Southeast,NC,Cary,WH-1014,Medium,Rural,Retail,Tier 3,True
RTL-02474,Publix,Grocery,Southeast,NC,Winston-Salem,WH-1019,Medium,Suburban,Retail,Tier 3,True
RTL-02475,Target,Big Box,Southeast,NC,Raleigh,WH-1015,Medium,Rural,Retail,Tier 2,False
RTL-02476,Binny's,Liquor,Southeast,NC,Cary,WH-1009,Medium,Suburban,Retail,Tier 2,True
RTL-02477,BP,Gas Station,Southeast,NC,Fayetteville,WH-1014,Medium,Suburban,Retail,Tier 1,True
RTL-02478,Binny's,Liquor,Southeast,NC,Durham,WH-1018,Large,Urban,Retail,Tier 1,False
RTL-02479,State Liquor Store,Liquor,Southeast,NC,Raleigh,WH-1015,Large,Urban,Retail,Tier 3,True
RTL-02480,Walmart,Big Box,Southeast,NC,Winston-Salem,WH-1011,Large,Urban,Retail,Tier 1,True
RTL-02481,Sunoco,Gas Station,Southeast,NC,Cary,WH-1019,Superstore,Suburban,Retail,Tier 2,True
RTL-02482,RaceTrac,Convenience,Southeast,NC,Charlotte,WH-1011,Medium,Suburban,Retail,Tier 3,False
RTL-02483,Shell,Gas Station,Southeast,NC,Cary,WH-1019,Small,Suburban,Retail,Tier 3,True
RTL-02484,Chevron,Gas Station,Southeast,NC,Winston-Salem,WH-1019,Medium,Suburban,Retail,Tier 3,True
RTL-02485,Citgo,Gas Station,Southeast,SC,Charleston,WH-1012,Small,Suburban,Retail,Tier 3,False
RTL-02486,Harris Teeter,Grocery,Southeast,SC,Charleston,WH-1013,Small,Urban,Retail,Tier 2,True
RTL-02487,Spec's,Liquor,Southeast,SC,Charleston,WH-1017,Superstore,Suburban,Retail,Tier 3,True
RTL-02488,Costco,Big Box,Southeast,SC,Charleston,WH-1013,Medium,Suburban,Retail,Tier 3,True
RTL-02489,Fred Meyer,Grocery,Southeast,SC,Charleston,WH-1015,Large,Rural,Retail,Tier 3,True
RTL-02490,Spec's,Liquor,Southeast,SC,Charleston,WH-1012,Large,Rural,Retail,Tier 1,True
RTL-02491,Speedway,Convenience,Southeast,SC,Charleston,WH-1017,Small,Suburban,Retail,Tier 1,True
RTL-02492,Smith's,Grocery,Southeast,SC,Charleston,WH-1017,Medium,Urban,Retail,Tier 2,True
RTL-02493,Total Wine,Liquor,Southeast,SC,Charleston,WH-1011,Small,Suburban,Retail,Tier 3,True
RTL-02494,H-E-B,Grocery,Southeast,SC,Charleston,WH-1010,Large,Urban,Retail,Tier 3,True
RTL-02495,BevMo!,Liquor,Southeast,SC,Charleston,WH-1017,Medium,Urban,Retail,Tier 3,True
RTL-02496,QFC,Grocery,Southeast,SC,Charleston,WH-1013,Medium,Suburban,Retail,Tier 3,True
RTL-02497,Cumberland Farms,Convenience,Southeast,SC,Charleston,WH-1020,Medium,Urban,Retail,Tier 2,False
RTL-02498,Phillips 66,Gas Station,Southeast,SC,Charleston,WH-1015,Medium,Urban,Retail,Tier 3,True
RTL-02499,Publix,Grocery,Southeast,SC,Charleston,WH-1014,Large,Rural,Retail,Tier 3,True
RTL-02500,Fry's,Grocery,Southeast,GA,Savannah,WH-1017,Large,Suburban,Retail,Tier 2,True
RTL-02501,Smith's,Grocery,Southeast,GA,Athens,WH-1017,Small,Urban,Retail,Tier 2,True
RTL-02502,Ralphs,Grocery,Southeast,GA,Sandy Springs,WH-1012,Superstore,Suburban,Retail,Tier 3,True
RTL-02503,BJ's Wholesale,Big Box,Southeast,GA,Atlanta,WH-1019,Medium,Suburban,Retail,Tier 2,True
RTL-02504,Safeway,Grocery,Southeast,GA,Sandy Springs,WH-1017,Small,Suburban,Retail,Tier 3,True
RTL-02505,Walmart,Big Box,Southeast,GA,Savannah,WH-1012,Medium,Urban,Retail,Tier 1,True
RTL-02506,7-Eleven,Convenience,Southeast,GA,Atlanta,WH-1017,Small,Rural,Retail,Tier 3,True
RTL-02507,Target,Big Box,Southeast,GA,Augusta,WH-1014,Large,Suburban,Retail,Tier 3,True
RTL-02508,Cumberland Farms,Convenience,Southeast,GA,Atlanta,WH-1010,Large,Urban,Retail,Tier 2,False
RTL-02509,Giant Eagle,Grocery,Southeast,GA,Savannah,WH-1012,Small,Urban,Retail,Tier 2,True
RTL-02510,State Liquor Store,Liquor,Southeast,GA,Athens,WH-1015,Medium,Urban,Retail,Tier 3,True
RTL-02511,Sam's Club,Big Box,Southeast,GA,Savannah,WH-1010,Small,Suburban,Retail,Tier 3,True
RTL-02512,Smith's,Grocery,Southeast,GA,Columbus,WH-1009,Superstore,Suburban,Retail,Tier 2,True
RTL-02513,Ralphs,Grocery,Southeast,GA,Athens,WH-1011,Large,Suburban,Retail,Tier 3,True
RTL-02514,Casey's,Convenience,Southeast,GA,Atlanta,WH-1013,Large,Rural,Retail,Tier 2,True
RTL-02515,Smith's,Grocery,Southeast,GA,Augusta,WH-1011,Medium,Urban,Retail,Tier 1,True
RTL-02516,Binny's,Liquor,Southeast,GA,Savannah,WH-1020,Small,Rural,Retail,Tier 2,True
RTL-02517,Casey's,Convenience,Southeast,GA,Sandy Springs,WH-1016,Large,Rural,Retail,Tier 3,True
RTL-02518,Exxon,Gas Station,Southeast,GA,Columbus,WH-1012,Medium,Urban,Retail,Tier 2,True
RTL-02519,Casey's,Convenience,Southeast,GA,Augusta,WH-1013,Medium,Suburban,Retail,Tier 3,True
RTL-02520,Harris Teeter,Grocery,Southeast,GA,Savannah,WH-1013,Small,Suburban,Retail,Tier 2,True
RTL-02521,Harris Teeter,Grocery,Southeast,GA,Augusta,WH-1014,Medium,Urban,Retail,Tier 1,True
RTL-02522,Sam's Club,Big Box,Southeast,GA,Atlanta,WH-1012,Medium,Suburban,Retail,Tier 3,True
RTL-02523,Publix,Grocery,Southeast,GA,Sandy Springs,WH-1016,Superstore,Urban,Retail,Tier 2,True
RTL-02524,Marathon,Gas Station,Southeast,GA,Atlanta,WH-1016,Small,Suburban,Retail,Tier 3,False
RTL-02525,Giant Eagle,Grocery,Southeast,GA,Columbus,WH-1013,Superstore,Suburban,Retail,Tier 2,True
RTL-02526,H-E-B,Grocery,Southeast,GA,Atlanta,WH-1009,Medium,Urban,Retail,Tier 1,True
RTL-02527,King Soopers,Grocery,Southeast,GA,Columbus,WH-1017,Large,Suburban,Retail,Tier 3,True
RTL-02528,QuikTrip,Convenience,Southeast,GA,Sandy Springs,WH-1018,Medium,Urban,Retail,Tier 2,True
RTL-02529,Giant Eagle,Grocery,Southeast,GA,Savannah,WH-1019,Medium,Suburban,Retail,Tier 2,True
RTL-02530,Costco,Big Box,Southeast,GA,Columbus,WH-1013,Small,Rural,Retail,Tier 2,True
RTL-02531,King Soopers,Grocery,Southeast,GA,Atlanta,WH-1009,Medium,Suburban,Retail,Tier 3,True
RTL-02532,Circle K,Convenience,Southeast,GA,Athens,WH-1012,Large,Urban,Retail,Tier 2,True
RTL-02533,Fry's,Grocery,Southeast,GA,Augusta,WH-1014,Large,Urban,Retail,Tier 2,True
RTL-02534,Binny's,Liquor,Southeast,GA,Columbus,WH-1017,Small,Suburban,Retail,Tier 2,True
RTL-02535,Walmart,Big Box,Southeast,GA,Atlanta,WH-1012,Large,Urban,Retail,Tier 2,True
RTL-02536,Royal Farms,Convenience,Southeast,GA,Sandy Springs,WH-1014,Small,Urban,Retail,Tier 3,True
RTL-02537,Costco,Big Box,Southeast,GA,Savannah,WH-1019,Small,Suburban,Retail,Tier 2,True
RTL-02538,Binny's,Liquor,Southeast,GA,Athens,WH-1019,Large,Urban,Retail,Tier 2,True
RTL-02539,7-Eleven,Convenience,Southeast,GA,Augusta,WH-1017,Medium,Suburban,Retail,Tier 3,False
RTL-02540,Stop & Shop,Grocery,Southeast,GA,Atlanta,WH-1013,Large,Suburban,Retail,Tier 2,True
RTL-02541,Fry's,Grocery,Southeast,GA,Atlanta,WH-1017,Small,Urban,Retail,Tier 2,True
RTL-02542,BP,Gas Station,Southeast,GA,Augusta,WH-1018,Medium,Suburban,Retail,Tier 3,False
RTL-02543,Target,Big Box,Southeast,GA,Columbus,WH-1014,Medium,Suburban,Retail,Tier 2,True
RTL-02544,Food Lion,Grocery,Southeast,GA,Sandy Springs,WH-1011,Medium,Suburban,Retail,Tier 2,True
RTL-02545,Speedway,Convenience,Southeast,GA,Augusta,WH-1018,Medium,Urban,Retail,Tier 2,False
RTL-02546,Fine Wine & Good Spirits,Liquor,Southeast,FL,Miami,WH-1020,Medium,Rural,Retail,Tier 3,True
RTL-02547,Speedway,Convenience,Southeast,FL,Tallahassee,WH-1010,Medium,Urban,Retail,Tier 2,False
RTL-02548,Royal Farms,Convenience,Southeast,FL,Pensacola,WH-1012,Medium,Urban,Retail,Tier 2,True
RTL-02549,BevMo!,Liquor,Southeast,FL,Jacksonville,WH-1014,Large,Suburban,Retail,Tier 1,True
RTL-02550,Giant Eagle,Grocery,Southeast,FL,Fort Lauderdale,WH-1019,Medium,Rural,Retail,Tier 3,True
RTL-02551,Stop & Shop,Grocery,Southeast,FL,Tampa,WH-1014,Medium,Urban,Retail,Tier 3,True
RTL-02552,QFC,Grocery,Southeast,FL,Tallahassee,WH-1009,Small,Suburban,Retail,Tier 3,True
RTL-02553,Spec's,Liquor,Southeast,FL,Orlando,WH-1011,Small,Urban,Retail,Tier 2,True
RTL-02554,Fred Meyer,Grocery,Southeast,FL,Pensacola,WH-1018,Medium,Urban,Retail,Tier 2,True
RTL-02555,Sam's Club,Big Box,Southeast,FL,Pensacola,WH-1017,Large,Urban,Retail,Tier 3,False
RTL-02556,Spec's,Liquor,Southeast,FL,Orlando,WH-1018,Medium,Urban,Retail,Tier 3,True
RTL-02557,Kroger,Grocery,Southeast,FL,Tallahassee,WH-1017,Small,Suburban,Retail,Tier 2,False
RTL-02558,Harris Teeter,Grocery,Southeast,FL,Gainesville,WH-1013,Medium,Suburban,Retail,Tier 2,True
RTL-02559,ABC Fine Wine,Liquor,Southeast,FL,Sarasota,WH-1014,Small,Suburban,Retail,Tier 2,True
RTL-02560,Sam's Club,Big Box,Southeast,FL,Fort Lauderdale,WH-1009,Large,Rural,Retail,Tier 2,True
RTL-02561,Circle K,Convenience,Southeast,FL,Gainesville,WH-1014,Small,Urban,Retail,Tier 1,False
RTL-02562,King Soopers,Grocery,Southeast,FL,Tampa,WH-1018,Medium,Urban,Retail,Tier 3,True
RTL-02563,Harris Teeter,Grocery,Southeast,FL,Fort Lauderdale,WH-1015,Small,Urban,Retail,Tier 1,True
RTL-02564,Smith's,Grocery,Southeast,FL,Pensacola,WH-1016,Superstore,Suburban,Retail,Tier 3,True
RTL-02565,Total Wine,Liquor,Southeast,FL,Tampa,WH-1011,Medium,Suburban,Retail,Tier 3,False
RTL-02566,Safeway,Grocery,Southeast,FL,Jacksonville,WH-1011,Medium,Suburban,Retail,Tier 2,True
RTL-02567,Fry's,Grocery,Southeast,FL,Miami,WH-1013,Small,Urban,Retail,Tier 3,True
RTL-02568,King Soopers,Grocery,Southeast,FL,Miami,WH-1015,Small,Suburban,Retail,Tier 3,False
RTL-02569,Royal Farms,Convenience,Southeast,FL,Miami,WH-1015,Medium,Urban,Retail,Tier 2,False
RTL-02570,Total Wine,Liquor,Southeast,FL,Tampa,WH-1013,Small,Suburban,Retail,Tier 2,True
RTL-02571,Party City Liquor,Liquor,Southeast,FL,Sarasota,WH-1016,Large,Suburban,Retail,Tier 2,True
RTL-02572,Total Wine,Liquor,Southeast,FL,Tampa,WH-1020,Medium,Suburban,Retail,Tier 3,True
RTL-02573,Costco,Big Box,Southeast,FL,Tampa,WH-1010,Medium,Suburban,Retail,Tier 2,False
RTL-02574,Smith's,Grocery,Southeast,FL,Sarasota,WH-1016,Small,Urban,Retail,Tier 2,True
RTL-02575,Food Lion,Grocery,Southeast,FL,Gainesville,WH-1014,Medium,Suburban,Retail,Tier 3,True
RTL-02576,Chevron,Gas Station,Southeast,FL,Sarasota,WH-1009,Small,Urban,Retail,Tier 1,True
RTL-02577,Fine Wine & Good Spirits,Liquor,Southeast,FL,Orlando,WH-1019,Small,Suburban,Retail,Tier 3,True
RTL-02578,Smith's,Grocery,Southeast,FL,Pensacola,WH-1019,Large,Urban,Retail,Tier 1,True
RTL-02579,Costco,Big Box,Southeast,FL,Jacksonville,WH-1009,Medium,Suburban,Retail,Tier 3,False
RTL-02580,Food Lion,Grocery,Southeast,FL,Sarasota,WH-1012,Large,Suburban,Retail,Tier 2,False
RTL-02581,Spec's,Liquor,Southeast,FL,Fort Lauderdale,WH-1018,Large,Urban,Retail,Tier 2,True
RTL-02582,Fred Meyer,Grocery,Southeast,FL,Fort Lauderdale,WH-1020,Small,Rural,Retail,Tier 2,True
RTL-02583,7-Eleven,Convenience,Southeast,FL,Fort Lauderdale,WH-1011,Medium,Suburban,Retail,Tier 3,True
RTL-02584,Spec's,Liquor,Southeast,FL,Gainesville,WH-1018,Medium,Suburban,Retail,Tier 3,True
RTL-02585,Speedway,Convenience,Southeast,FL,Pensacola,WH-1019,Small,Suburban,Retail,Tier 2,True
RTL-02586,Party City Liquor,Liquor,Southeast,FL,Miami,WH-1018,Medium,Urban,Retail,Tier 2,True
RTL-02587,BevMo!,Liquor,Southeast,FL,Miami,WH-1014,Medium,Suburban,Retail,Tier 2,True
RTL-02588,7-Eleven,Convenience,Southeast,FL,Tallahassee,WH-1018,Small,Suburban,Retail,Tier 3,True
RTL-02589,BevMo!,Liquor,Southeast,FL,Fort Lauderdale,WH-1013,Large,Suburban,Retail,Tier 3,True
RTL-02590,Party City Liquor,Liquor,Southeast,FL,Pensacola,WH-1012,Large,Suburban,Retail,Tier 2,True
RTL-02591,Food Lion,Grocery,Southeast,FL,Miami,WH-1013,Small,Urban,Retail,Tier 1,True
RTL-02592,ABC Fine Wine,Liquor,Southeast,FL,Tallahassee,WH-1020,Small,Suburban,Retail,Tier 1,True
RTL-02593,Food Lion,Grocery,Southeast,FL,Pensacola,WH-1016,Large,Suburban,Retail,Tier 3,True
RTL-02594,Circle K,Convenience,Southeast,FL,Jacksonville,WH-1016,Small,Suburban,Retail,Tier 2,True
RTL-02595,Ralphs,Grocery,Southeast,FL,Orlando,WH-1020,Medium,Suburban,Retail,Tier 2,True
RTL-02596,BevMo!,Liquor,Southeast,FL,Tampa,WH-1019,Small,Urban,Retail,Tier 1,True
RTL-02597,Walmart,Big Box,Southeast,FL,Tampa,WH-1012,Large,Suburban,Retail,Tier 2,False
RTL-02598,Sam's Club,Big Box,Southeast,FL,Tallahassee,WH-1011,Small,Urban,Retail,Tier 3,True
RTL-02599,Shell,Gas Station,Southeast,FL,Orlando,WH-1015,Large,Suburban,Retail,Tier 2,True
RTL-02600,Casey's,Convenience,Southeast,FL,Tallahassee,WH-1018,Medium,Urban,Retail,Tier 2,True
RTL-02601,Wawa,Convenience,Southeast,FL,Jacksonville,WH-1018,Small,Suburban,Retail,Tier 3,False
RTL-02602,RaceTrac,Convenience,Southeast,FL,Pensacola,WH-1019,Large,Urban,Retail,Tier 2,True
RTL-02603,Casey's,Convenience,Southeast,FL,Tampa,WH-1013,Superstore,Suburban,Retail,Tier 2,False
RTL-02604,Binny's,Liquor,Southeast,FL,Gainesville,WH-1017,Medium,Rural,Retail,Tier 3,True
RTL-02605,ABC Fine Wine,Liquor,Southeast,FL,Fort Lauderdale,WH-1014,Medium,Rural,Retail,Tier 3,True
RTL-02606,Wegmans,Grocery,Southeast,FL,Fort Lauderdale,WH-1017,Medium,Rural,Retail,Tier 1,True
RTL-02607,Giant Eagle,Grocery,Southeast,FL,Tampa,WH-1009,Medium,Suburban,Retail,Tier 2,True
RTL-02608,Fred Meyer,Grocery,Southeast,FL,Gainesville,WH-1014,Medium,Suburban,Retail,Tier 2,True
RTL-02609,BP,Gas Station,Southeast,FL,Orlando,WH-1010,Large,Suburban,Retail,Tier 2,True
RTL-02610,Speedway,Convenience,Southeast,AL,Birmingham,WH-1014,Medium,Rural,Retail,Tier 2,True
RTL-02611,Royal Farms,Convenience,Southeast,AL,Birmingham,WH-1010,Medium,Urban,Retail,Tier 2,True
RTL-02612,Citgo,Gas Station,Southeast,AL,Birmingham,WH-1019,Medium,Urban,Retail,Tier 1,False
RTL-02613,Food Lion,Grocery,Southeast,AL,Birmingham,WH-1016,Small,Rural,Retail,Tier 3,True
RTL-02614,RaceTrac,Convenience,Southeast,AL,Birmingham,WH-1019,Small,Rural,Retail,Tier 3,True
RTL-02615,State Liquor Store,Liquor,Southeast,AL,Birmingham,WH-1019,Large,Urban,Retail,Tier 2,False
RTL-02616,ABC Fine Wine,Liquor,Southeast,AL,Birmingham,WH-1011,Small,Rural,Retail,Tier 3,True
RTL-02617,RaceTrac,Convenience,Southeast,AL,Birmingham,WH-1017,Medium,Suburban,Retail,Tier 2,True
RTL-02618,H-E-B,Grocery,Southeast,AL,Birmingham,WH-1020,Small,Rural,Retail,Tier 3,True
RTL-02619,State Liquor Store,Liquor,Southeast,AL,Birmingham,WH-1018,Large,Urban,Retail,Tier 2,True
RTL-02620,Target,Big Box,Southeast,AL,Birmingham,WH-1015,Small,Urban,Retail,Tier 2,True
RTL-02621,Target,Big Box,Southeast,AL,Birmingham,WH-1012,Medium,Suburban,Retail,Tier 3,False
RTL-02622,Marathon,Gas Station,Southeast,AL,Birmingham,WH-1016,Small,Urban,Retail,Tier 1,True
RTL-02623,Ralphs,Grocery,Southeast,AL,Birmingham,WH-1016,Small,Urban,Retail,Tier 1,True
RTL-02624,Binny's,Liquor,Southeast,AL,Birmingham,WH-1009,Medium,Urban,Retail,Tier 2,True
RTL-02625,Citgo,Gas Station,Southeast,AL,Birmingham,WH-1014,Large,Suburban,Retail,Tier 2,False
RTL-02626,Food Lion,Grocery,Southeast,MS,City_2,WH-1015,Large,Suburban,Retail,Tier 3,True
RTL-02627,Giant Eagle,Grocery,Southeast,MS,City_2,WH-1016,Medium,Urban,Retail,Tier 3,True
RTL-02628,Fred Meyer,Grocery,Southeast,MS,City_1,WH-1009,Medium,Urban,Retail,Tier 2,True
RTL-02629,BevMo!,Liquor,Southeast,MS,City_5,WH-1016,Medium,Urban,Retail,Tier 2,True
RTL-02630,Safeway,Grocery,Southeast,MS,City_3,WH-1020,Large,Rural,Retail,Tier 2,True
RTL-02631,Fry's,Grocery,Southeast,MS,City_5,WH-1009,Large,Rural,Retail,Tier 2,True
RTL-02632,Wegmans,Grocery,Southeast,MS,City_2,WH-1017,Medium,Suburban,Retail,Tier 3,True
RTL-02633,Fine Wine & Good Spirits,Liquor,Southeast,MS,City_1,WH-1011,Large,Urban,Retail,Tier 2,True
RTL-02634,Cumberland Farms,Convenience,Southeast,MS,City_5,WH-1009,Large,Suburban,Retail,Tier 2,True
RTL-02635,Royal Farms,Convenience,Southeast,MS,City_4,WH-1020,Medium,Urban,Retail,Tier 1,True
RTL-02636,QuikTrip,Convenience,Southeast,MS,City_4,WH-1013,Small,Urban,Retail,Tier 2,False
RTL-02637,Safeway,Grocery,Southeast,MS,City_5,WH-1014,Superstore,Suburban,Retail,Tier 2,True
RTL-02638,Smith's,Grocery,Southeast,MS,City_3,WH-1018,Medium,Urban,Retail,Tier 3,True
RTL-02639,Casey's,Convenience,Southeast,MS,City_4,WH-1017,Small,Urban,Retail,Tier 1,True
RTL-02640,Sheetz,Convenience,Southeast,MS,City_4,WH-1018,Large,Suburban,Retail,Tier 3,True
RTL-02641,Party City Liquor,Liquor,Southeast,MS,City_4,WH-1009,Medium,Urban,Retail,Tier 2,True
RTL-02642,Food Lion,Grocery,Southeast,MS,City_2,WH-1019,Small,Urban,Retail,Tier 2,True
RTL-02643,King Soopers,Grocery,Southeast,MS,City_3,WH-1015,Small,Suburban,Retail,Tier 2,True
RTL-02644,RaceTrac,Convenience,Southeast,MS,City_2,WH-1014,Medium,Suburban,Retail,Tier 3,False
RTL-02645,BP,Gas Station,Southeast,MS,City_5,WH-1010,Small,Urban,Retail,Tier 2,True
RTL-02646,Stop & Shop,Grocery,Southeast,MS,City_1,WH-1016,Small,Suburban,Retail,Tier 3,True
RTL-02647,Sam's Club,Big Box,Southeast,MS,City_5,WH-1015,Medium,Urban,Retail,Tier 2,True
RTL-02648,Total Wine,Liquor,Southeast,AR,City_1,WH-1020,Small,Suburban,Retail,Tier 2,True
RTL-02649,Fry's,Grocery,Southeast,AR,City_4,WH-1009,Large,Rural,Retail,Tier 3,True
RTL-02650,Ralphs,Grocery,Southeast,AR,City_4,WH-1009,Medium,Urban,Retail,Tier 1,True
RTL-02651,Stop & Shop,Grocery,Southeast,AR,City_3,WH-1009,Small,Suburban,Retail,Tier 2,True
RTL-02652,State Liquor Store,Liquor,Southeast,AR,City_2,WH-1014,Small,Suburban,Retail,Tier 3,True
RTL-02653,Cumberland Farms,Convenience,Southeast,AR,City_1,WH-1011,Medium,Urban,Retail,Tier 1,True
RTL-02654,Safeway,Grocery,Southeast,AR,City_3,WH-1015,Small,Suburban,Retail,Tier 2,True
RTL-02655,QuikTrip,Convenience,Southeast,AR,City_4,WH-1010,Medium,Suburban,Retail,Tier 2,False
RTL-02656,QuikTrip,Convenience,Southeast,AR,City_2,WH-1009,Small,Rural,Retail,Tier 3,False
RTL-02657,Kroger,Grocery,Southeast,AR,City_1,WH-1012,Medium,Rural,Retail,Tier 2,True
RTL-02658,Publix,Grocery,Southeast,AR,City_3,WH-1020,Small,Urban,Retail,Tier 2,True
RTL-02659,Fine Wine & Good Spirits,Liquor,Southeast,AR,City_4,WH-1016,Large,Suburban,Retail,Tier 1,True
RTL-02660,Ralphs,Grocery,Southeast,AR,City_1,WH-1016,Medium,Urban,Retail,Tier 1,True
RTL-02661,Marathon,Gas Station,Southeast,AR,City_2,WH-1011,Small,Suburban,Retail,Tier 3,False
RTL-02662,Royal Farms,Convenience,Southeast,AR,City_4,WH-1016,Medium,Rural,Retail,Tier 2,True
RTL-02663,BevMo!,Liquor,Southeast,AR,City_3,WH-1009,Small,Urban,Retail,Tier 3,True
RTL-02664,Royal Farms,Convenience,Southeast,AR,City_2,WH-1015,Large,Rural,Retail,Tier 1,True
RTL-02665,Phillips 66,Gas Station,Southeast,AR,City_1,WH-1014,Small,Urban,Retail,Tier 2,True
RTL-02666,Harris Teeter,Grocery,Southeast,AR,City_4,WH-1009,Large,Urban,Retail,Tier 1,True
RTL-02667,Sam's Club,Big Box,Southeast,LA,New Orleans,WH-1014,Medium,Rural,Retail,Tier 2,False
RTL-02668,Fry's,Grocery,Southeast,LA,New Orleans,WH-1017,Small,Urban,Retail,Tier 3,True
RTL-02669,7-Eleven,Convenience,Southeast,LA,New Orleans,WH-1019,Medium,Suburban,Retail,Tier 3,True
RTL-02670,Circle K,Convenience,Southeast,LA,New Orleans,WH-1013,Large,Suburban,Retail,Tier 1,True
RTL-02671,Wawa,Convenience,Southeast,LA,New Orleans,WH-1016,Medium,Urban,Retail,Tier 2,False
RTL-02672,Stop & Shop,Grocery,Southeast,LA,New Orleans,WH-1019,Large,Urban,Retail,Tier 2,True
RTL-02673,RaceTrac,Convenience,Southeast,LA,New Orleans,WH-1013,Small,Rural,Retail,Tier 2,True
RTL-02674,Harris Teeter,Grocery,Southeast,LA,New Orleans,WH-1019,Medium,Suburban,Retail,Tier 2,True
RTL-02675,Smith's,Grocery,Southeast,LA,New Orleans,WH-1019,Medium,Urban,Retail,Tier 3,True
RTL-02676,Ralphs,Grocery,Southeast,LA,New Orleans,WH-1016,Small,Rural,Retail,Tier 3,True
